"","region","uid","wtp_new","wtp_second","wtp_bio","wtp_recycle","wtp_workers","female","age","people_living","education","income","i_clothes_fashion","i_clothes_versatile","i_clothes_need","i_clothes_size","i_clothes_fit","i_clothes_easy","i_clothes_quality","i_clothes_cheap","i_clothes_value","i_clothes_know","i_clothes_prestigious","i_clothes_environment","second_stuff_dummy","bio_item_dummy","second_clothes_dummy","bio_clothes_dummy","second_precovid","second_covid","second_postcovid","bio_postcovid","bioc_covid","bio_precovid","no_second_app","no_second_quality","no_second_shop","no_second_environment","no_second_clean","no_second_size","no_second_fashion","bio_eco","bio_vintage","bio_quality","bio_pollution","bio_peer","no_bio_app","no_bio_expensive","no_bio_shop","no_bio_environment","no_bio_rare","no_bio_style","no_bio_fashion","no_bio_quality","poll_chemical_synt","poll_chemical_nat","poll_dye","poll_water","poll_biodegradable","pro_recycle","pro_label","pro_brown_firms","pro_packaging","pro_pub_transport","pro_pack_reuse","pro_donation","pro_reuse","pro_second_clothes","pro_label_clothes","pro_temp_clothes","pro_quality_clothes","pro_bio1_clothes","pro_bio2_clothes","wtp_cert_quality","wtp_cert_bio","wtp_cert_recycle","wtp_cert_workers","wtp_cert_workers_env","sustainable_sector","sustainable_phases","second_eco","second_vintage","second_quality","second_endlife","second_pollution","second_peer","sustainable_fashion_item1","sustainable_fashion_item2","sustainable_fashion_item3","sustainable_fashion_item4","location","status","population_2023","km2","pop_density_p_km2","HDI_2022","capital","political_party","political_wing","president_2024","n_comunes","n_provinces"
"332","Sicilia","26729575-acbf-4ff4-a7f1-86b3f48b4752",20,10,20,20,20,"Male",27,3,"Postsecondary education","15000€-30000€","Moderately","Very important","Important","Very important","Very important","Important","Important","Important","Very important","Important","Moderately","Moderately","Yes","No","Yes","No","Sometimes","Rarely","Rarely","","","","","","","","","","","","","","","","Moderately","Very important","Important","Moderately","Moderately","Slightly","Slightly","Slightly","Undecided","Agree","Undecided","Agree","Undecided","Always","Sometimes","Sometimes","Rarely","Often","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Often","Never","Rarely","Pay enough","Little amount","Little amount","Pay enough","Pay enough","Environment","Production","Important","Slightly","Important","Moderately","Moderately","Slightly",6,5,7,6,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"333","Sicilia","93602018-78c6-4f01-b74f-25c8bdaff027",10,3,15,10,15,"Male",40,2,"Secondary school","15000€-30000€","Slightly","Very important","Important","Very important","Very important","Very important","Important","Important","Important","Slightly","Slightly","Important","Yes","Yes","No","Yes","","","","Sometimes","Never","Sometimes","Important","Slightly","Important","Not at all","Important","Slightly","Slightly","Slightly","Slightly","Slightly","Important","Slightly","","","","","","","","","Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Always","Often","Often","Often","Often","Often","Sometimes","Sometimes","Never","Often","Often","Often","Sometimes","Often","Little amount","Large amount","Pay enough","Pay enough","Large amount","Environment","Production","","","","","","",7,5,5,8,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"334","Sicilia","61928149-957a-4dae-bb29-d4be53bff961",3,0,4,4,5,"Male",30,4,"Secondary school","15000€-30000€","Slightly","Important","Important","Very important","Very important","Moderately","Very important","Not at all","Very important","Important","Important","Moderately","Yes","No","No","Yes","","","","Often","Never","Often","Very important","Moderately","Moderately","Important","Very important","Important","Very important","Slightly","Slightly","Slightly","Moderately","Moderately","","","","","","","","","Undecided","Strongly agree","Agree","Undecided","Agree","Always","Often","Sometimes","Often","Never","Often","Never","Rarely","Never","Often","Never","Often","Often","Often","Nothing","Pay enough","Pay enough","Large amount","Large amount","All items","Design","","","","","","",7,8,9,9,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"335","Sicilia","b2e14eb0-a710-499b-b7d7-f52f7d6ed2af",10,5,10,5,12,"Male",26,4,"Postsecondary education","60000€-75000€","Moderately","Moderately","Important","Important","Important","Slightly","Very important","Moderately","Very important","Moderately","Moderately","Important","Yes","Yes","No","Yes","","","","Often","Often","Often","Slightly","Moderately","Important","Slightly","Slightly","Moderately","Moderately","Slightly","Slightly","Important","Important","Slightly","","","","","","","","","Agree","Disagree","Agree","Strongly agree","Strongly agree","Always","Sometimes","Often","Often","Sometimes","Often","Rarely","Often","Rarely","Sometimes","Often","Always","Always","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Large amount","Environment","All items","","","","","","",8,8,8,7,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"336","Sicilia","8a451d77-c029-4844-ba4b-777f78134939",10,5,12,10,10,"Female",32,4,"Postsecondary education","30000€-45000€","Important","Important","Important","Important","Very important","Important","Very important","Important","Important","Very important","Very important","Very important","Yes","Yes","Yes","Yes","Always","Rarely","Sometimes","Rarely","Rarely","Often","","","","","","","","Important","Important","Very important","Very important","Important","","","","","","","","","Strongly agree","Undecided","Strongly agree","Strongly agree","Strongly agree","Always","Always","Always","Always","Sometimes","Always","Often","Always","Always","Always","Often","Often","Always","Always","Pay enough","Pay enough","Pay enough","Large amount","Large amount","All items","Production","Important","Very important","Very important","Important","Very important","Important",10,2,5,6,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"337","Sicilia","c482adf2-ff4a-4622-8ed8-2b70bdc0a27a",10,5,10,10,10,"Female",20,4,"Secondary school","Preferisco non rispondere","Moderately","Important","Important","Very important","Very important","Very important","Very important","Important","Very important","Slightly","Slightly","Very important","Yes","Yes","Yes","Yes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Often","","","","","","","","Moderately","Moderately","Moderately","Very important","Slightly","","","","","","","","","Agree","Agree","Agree","Strongly agree","Agree","Always","Always","Always","Often","Often","Sometimes","Sometimes","Always","Sometimes","Always","Often","Always","Always","Always","Pay enough","Pay enough","Pay enough","Pay enough","Large amount","Environment","Production","Moderately","Moderately","Moderately","Important","Very important","Slightly",8,8,10,10,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"338","Sicilia","6cf89882-2b21-4184-ac60-f629a50fab27",10,5,15,12,9,"Female",40,4,"Postsecondary education","60000€-75000€","Very important","Very important","Important","Important","Moderately","Important","Very important","Very important","Important","Moderately","Important","Very important","No","Yes","No","Yes","","","","Sometimes","Often","Always","Important","Moderately","Very important","Important","Moderately","Moderately","Slightly","Moderately","Important","Very important","Very important","Important","","","","","","","","","Strongly agree","Agree","Undecided","Agree","Strongly agree","Always","Often","Often","Sometimes","Often","Always","Often","Sometimes","Always","Always","Often","Sometimes","Often","Always","Large amount","Large amount","Large amount","Pay enough","Pay enough","All items","All items","","","","","","",4,5,6,6,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"339","Sicilia","bac4ada0-4435-4f25-a61e-7bd74f285954",8,2,11,11,11,"Male",33,3,"Postsecondary education","15000€-30000€","Slightly","Important","Important","Very important","Very important","Important","Important","Important","Important","Slightly","Not at all","Moderately","Yes","Yes","No","Yes","","","","Rarely","Never","Rarely","Important","Important","Very important","Moderately","Very important","Moderately","Moderately","Important","Slightly","Important","Very important","Moderately","","","","","","","","","Agree","Undecided","Agree","Agree","Agree","Often","Rarely","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Often","Never","Rarely","Sometimes","Sometimes","Often","Sometimes","Pay enough","Pay enough","Little amount","Pay enough","Large amount","Environment","Production","","","","","","",6,9,7,10,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"340","Sicilia","7cd9a33d-42e6-4c7c-859c-489b700db340",10,3,10,10,10,"Male",23,5,"Secondary school","15000€-30000€","Moderately","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Slightly","Slightly","Slightly","Yes","No","Yes","Yes","Rarely","Never","Rarely","Rarely","Never","Rarely","","","","","","","","Slightly","Moderately","Important","Important","Not at all","","","","","","","","","Agree","Undecided","Agree","Undecided","Agree","Always","Always","Often","Often","Often","Always","Never","Always","Rarely","Often","Sometimes","Always","Sometimes","Sometimes","Little amount","Pay enough","Pay enough","Pay enough","Pay enough","Environment","Production","Important","Very important","Very important","Important","Important","Not at all",6,6,6,8,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"341","Sicilia","6fecbdfb-ff1e-469d-b880-51efa0ca6acc",3,2,5,5,5,"Male",22,3,"Primary school","0-15000€","Not at all","Moderately","Important","Very important","Important","Slightly","Slightly","Moderately","Moderately","Not at all","Not at all","Moderately","Yes","No","Yes","No","Sometimes","Never","Rarely","","","","","","","","","","","","","","","","Slightly","Moderately","Important","Not at all","Moderately","Not at all","Not at all","Slightly","Undecided","Agree","Agree","Undecided","Agree","Sometimes","Rarely","Sometimes","Sometimes","Often","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Never","Often","Rarely","Rarely","Little amount","Little amount","Little amount","Little amount","Little amount","All items","All items","Moderately","Not at all","Slightly","Important","Very important","Slightly",6,7,6,6,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"342","Sicilia","84a74ab7-28ff-47ff-9043-8d81ec128855",15,5,15,12,15,"Male",23,5,"Secondary school","Preferisco non rispondere","Important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Important","Moderately","Moderately","Yes","Yes","No","Yes","","","","Never","Never","Never","Not at all","Moderately","Very important","Slightly","Moderately","Important","Moderately","Very important","Moderately","Important","Important","Not at all","","","","","","","","","Agree","Undecided","Undecided","Strongly agree","Strongly agree","Always","Sometimes","Often","Sometimes","Always","Often","Never","Always","Never","Sometimes","Never","Always","Rarely","Sometimes","Little amount","Pay enough","Pay enough","Little amount","Pay enough","All items","All items","","","","","","",5,8,9,9,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"343","Sicilia","0af88833-74d4-468d-857a-d0f539fa5f7c",10,3,15,10,15,"Male",40,2,"Secondary school","15000€-30000€","Moderately","Very important","Moderately","Very important","Very important","Very important","Moderately","Important","Very important","Not at all","Not at all","Moderately","Yes","Yes","No","Yes","","","","Rarely","Never","Rarely","Not at all","Not at all","Slightly","Not at all","Important","Not at all","Not at all","Slightly","Moderately","Important","Very important","Not at all","","","","","","","","","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Always","Sometimes","Sometimes","Sometimes","Rarely","Often","Never","Often","Never","Sometimes","Always","Always","Often","Sometimes","Little amount","Pay enough","Pay enough","Pay enough","Large amount","Environment","Production","","","","","","",9,1,9,9,"islands","Autonomous","4825000","25,832 ","186","0.845","Palermo","Forza Italia","right","Renato Schifani","391","9"
"344","Toscana","94e0ce05-a074-49df-89a1-4ec14163e2ec",5,2,7,4,7,"Male",22,4,"Secondary school","Preferisco non rispondere","Not at all","Important","Important","Very important","Very important","Moderately","Moderately","Very important","Very important","Not at all","Not at all","Important","Yes","Yes","Yes","Yes","Rarely","Never","Rarely","Rarely","Never","Rarely","","","","","","","","Slightly","Slightly","Slightly","Important","Not at all","","","","","","","","","Agree","Undecided","Agree","Strongly agree","Agree","Often","Rarely","Sometimes","Sometimes","Often","Sometimes","Rarely","Sometimes","Rarely","Rarely","Never","Often","Rarely","Sometimes","Little amount","Little amount","Little amount","Pay enough","Pay enough","Environment","All items","Moderately","Important","Moderately","Slightly","Moderately","Not at all",8,8,9,10,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"345","Toscana","68032954-b760-473e-8f58-f9b8de181349",5,4,5,5,5,"Male",45,3,"Postsecondary education","15000€-30000€","Moderately","Important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Yes","Yes","Yes","Yes","Sometimes","Never","Rarely","Sometimes","Sometimes","Sometimes","","","","","","","","Important","Important","Important","Important","Not at all","","","","","","","","","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Always","Always","Always","Always","Always","Always","Always","Always","Sometimes","Always","Always","Always","Always","Always","Nothing","Little amount","Pay enough","Pay enough","Pay enough","Environment","Production","Important","Important","Moderately","Moderately","Moderately","Not at all",5,9,9,9,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"346","Toscana","92d41163-2267-40d5-9eee-d608dd595d72",3,1,3,3,3,"Male",45,1,"Secondary school","15000€-30000€","Slightly","Important","Important","Important","Important","Moderately","Important","Important","Very important","Slightly","Slightly","Important","Yes","Yes","Yes","Yes","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","","","","","","","","Slightly","Moderately","Important","Important","Not at all","","","","","","","","","Agree","Undecided","Agree","Strongly agree","Agree","Often","Sometimes","Rarely","Often","Rarely","Often","Rarely","Always","Sometimes","Rarely","Never","Often","Often","Sometimes","Little amount","Little amount","Little amount","Little amount","Little amount","All items","All items","Slightly","Moderately","Moderately","Very important","Important","Not at all",7,7,5,5,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"347","Toscana","a931d77d-c1c5-41aa-9358-42ca052396ef",10,5,15,15,15,"Female",20,4,"Secondary school","15000€-30000€","Slightly","Moderately","Moderately","Important","Moderately","Slightly","Slightly","Very important","Very important","Not at all","Not at all","Important","Yes","No","Yes","No","Often","Never","Often","","","","","","","","","","","","","","","","Moderately","Important","Slightly","Slightly","Important","Not at all","Not at all","Not at all","Agree","Undecided","Agree","Strongly agree","Agree","Often","Sometimes","Often","Often","Sometimes","Often","Rarely","Always","Often","Sometimes","Never","Often","Rarely","Rarely","Little amount","Pay enough","Pay enough","Pay enough","Pay enough","Environment","All items","Very important","Slightly","Important","Important","Important","Not at all",10,8,8,9,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"348","Toscana","8aa6e2e8-91f3-40ce-9466-3637529e70c1",10,5,10,9,10,"Male",25,4,"Secondary school","0-15000€","Moderately","Very important","Important","Very important","Very important","Important","Important","Moderately","Important","Moderately","Slightly","Important","Yes","Yes","No","Yes","","","","Often","Often","Often","Moderately","Important","Very important","Slightly","Not at all","Moderately","Slightly","Slightly","Slightly","Important","Very important","Slightly","","","","","","","","","Strongly agree","Undecided","Agree","Strongly agree","Agree","Always","Always","Sometimes","Often","Always","Often","Sometimes","Always","Never","Always","Sometimes","Often","Often","Often","Little amount","Pay enough","Pay enough","Large amount","Large amount","Environment","Production","","","","","","",8,5,7,6,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"349","Toscana","d8c90759-cba2-41bd-8a09-097ce5b91f2a",10,2,10,6,10,"Male",20,5,"Secondary school","30000€-45000€","Important","Very important","Moderately","Very important","Very important","Moderately","Moderately","Very important","Very important","Moderately","Moderately","Slightly","No","Yes","No","Yes","","","","Sometimes","Rarely","Sometimes","Slightly","Slightly","Very important","Important","Very important","Slightly","Slightly","Important","Slightly","Very important","Important","Not at all","","","","","","","","","Undecided","Agree","Agree","Strongly agree","Strongly agree","Always","Often","Rarely","Rarely","Never","Always","Sometimes","Always","Never","Sometimes","Always","Always","Sometimes","Sometimes","Nothing","Little amount","Little amount","Little amount","Pay enough","All items","Production","","","","","","",8,9,5,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"350","Toscana","193bc96b-c673-4e95-8cac-a6d2069e88b2",5,3,5,5,5,"Male",30,3,"Secondary school","15000€-30000€","Moderately","Moderately","Very important","Very important","Important","Important","Very important","Very important","Very important","Moderately","Moderately","Moderately","Yes","Yes","No","Yes","","","","Rarely","Never","Sometimes","Very important","Moderately","Very important","Not at all","Not at all","Moderately","Slightly","Very important","Slightly","Very important","Moderately","Not at all","","","","","","","","","Strongly agree","Strongly disagree","Strongly agree","Agree","Undecided","Always","Never","Never","Never","Rarely","Often","Never","Always","Never","Never","Never","Often","Often","Never","Large amount","Large amount","Large amount","Large amount","Large amount","All items","All items","","","","","","",9,7,6,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"351","Toscana","acf99ff6-439c-45b6-8c3c-edd85afb3db1",2,1,2,2,2,"Female",22,4,"Postsecondary education","30000€-45000€","Very important","Important","Important","Important","Very important","Very important","Very important","Moderately","Moderately","Not at all","Not at all","Moderately","Yes","Yes","Yes","Yes","Often","Often","Often","Often","Often","Often","","","","","","","","Very important","Not at all","Very important","Very important","Not at all","","","","","","","","","Agree","Undecided","Agree","Agree","Strongly agree","Often","Often","Always","Sometimes","Often","Always","Sometimes","Always","Often","Always","Sometimes","Sometimes","Always","Often","Pay enough","Pay enough","Large amount","Pay enough","Pay enough","Environment","Production","Very important","Slightly","Important","Very important","Very important","Not at all",5,3,8,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"352","Toscana","e2bfe67b-e338-41f5-9f08-669c1d0f2df2",10,5,10,10,10,"Male",21,4,"Secondary school","30000€-45000€","Moderately","Moderately","Important","Very important","Very important","Moderately","Moderately","Important","Important","Slightly","Not at all","Slightly","Yes","Yes","No","Yes","","","","Sometimes","Rarely","Sometimes","Moderately","Slightly","Important","Moderately","Not at all","Slightly","Slightly","Moderately","Important","Slightly","Moderately","Moderately","","","","","","","","","Disagree","Agree","Undecided","Agree","Undecided","Often","Rarely","Rarely","Sometimes","Often","Often","Never","Sometimes","Never","Rarely","Rarely","Often","Often","Rarely","Pay enough","Little amount","Little amount","Little amount","Little amount","All items","Production","","","","","","",7,7,8,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"353","Toscana","529656a2-10bd-4c89-a099-dd61fc7c8c8b",8,3,10,8,10,"Female",35,2,"Postsecondary education","Preferisco non rispondere","Slightly","Very important","Very important","Very important","Moderately","Moderately","Important","Important","Important","Not at all","Not at all","Moderately","Yes","Yes","Yes","Yes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","","","","","","","","Slightly","Not at all","Moderately","Slightly","Slightly","","","","","","","","","Agree","Undecided","Disagree","Agree","Undecided","Always","Often","Rarely","Often","Rarely","Often","Rarely","Often","Sometimes","Often","Sometimes","Always","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","All items","All items","Moderately","Important","Important","Important","Important","Not at all",7,4,6,6,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"354","Toscana","756396c0-5a61-4312-bd9e-ad3de2e17165",5,2,5,5,5,"Male",22,5,"Postsecondary education","0-15000€","Slightly","Important","Important","Very important","Very important","Moderately","Important","Slightly","Important","Not at all","Not at all","Not at all","Yes","Yes","Yes","Yes","Sometimes","Never","Rarely","Rarely","Rarely","Rarely","","","","","","","","Not at all","Not at all","Slightly","Important","Not at all","","","","","","","","","Agree","Strongly agree","Undecided","Strongly agree","Agree","Always","Never","Rarely","Often","Often","Always","Sometimes","Often","Rarely","Rarely","Never","Sometimes","Rarely","Never","Little amount","Little amount","Little amount","Little amount","Little amount","Society","All items","Slightly","Not at all","Slightly","Important","Important","Not at all",4,7,1,1,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"355","Toscana","5117bb89-c4ef-4ad5-a86f-7241f5ef2d79",13,7,15,15,15,"Female",21,4,"Secondary school","30000€-45000€","Slightly","Important","Very important","Very important","Very important","Important","Important","Important","Important","Not at all","Not at all","Moderately","Yes","Yes","Yes","Yes","Sometimes","Never","Sometimes","Often","Rarely","Often","","","","","","","","Slightly","Slightly","Moderately","Important","Not at all","","","","","","","","","Agree","Undecided","Undecided","Agree","Strongly agree","Always","Sometimes","Often","Often","Rarely","Often","Sometimes","Often","Sometimes","Sometimes","Never","Always","Often","Sometimes","Little amount","Pay enough","Pay enough","Pay enough","Pay enough","All items","All items","Slightly","Moderately","Important","Important","Important","Not at all",10,7,7,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"356","Toscana","4e3477c6-5b00-42ed-abc8-fc0b572c9877",3,1,5,5,5,"Male",34,3,"PhD","30000€-45000€","Moderately","Moderately","Moderately","Important","Important","Important","Important","Important","Important","Important","Moderately","Moderately","Yes","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Slightly","Moderately","Moderately","Moderately","Very important","Moderately","Slightly","Moderately","Slightly","Moderately","Slightly","Slightly","","","","","","","","","Undecided","Disagree","Undecided","Undecided","Agree","Always","Sometimes","Rarely","Sometimes","Rarely","Rarely","Rarely","Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Rarely","Pay enough","Little amount","Little amount","Little amount","Little amount","All items","All items","","","","","","",6,6,7,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"357","Toscana","ffaac417-4f3d-43d8-9eee-e1717d762fd6",15,7,15,15,15,"Male",38,1,"Postsecondary education","Preferisco non rispondere","Moderately","Moderately","Slightly","Important","Important","Important","Important","Important","Very important","Moderately","Slightly","Slightly","Yes","Yes","No","Yes","","","","Never","Never","Rarely","Moderately","Slightly","Very important","Slightly","Moderately","Moderately","Important","Moderately","Slightly","Important","Moderately","Not at all","","","","","","","","","Undecided","Disagree","Undecided","Undecided","Undecided","Always","Sometimes","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Never","Sometimes","Never","Rarely","Rarely","Never","Nothing","Little amount","Little amount","Little amount","Little amount","All items","All items","","","","","","",8,9,7,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"358","Toscana","a80e791d-22da-4f2c-b6f7-5ecc85172baa",9,4,9,6,9,"Male",26,5,"Secondary school","15000€-30000€","Important","Important","Important","Very important","Very important","Important","Very important","Important","Very important","Very important","Moderately","Important","Yes","Yes","Yes","Yes","Rarely","Rarely","Rarely","Often","Often","Often","","","","","","","","Moderately","Moderately","Moderately","Moderately","Moderately","","","","","","","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Always","Always","Often","Often","Rarely","Sometimes","Sometimes","Always","Sometimes","Often","Often","Often","Often","Often","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","All items","Selling","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately",9,3,9,7,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"359","Toscana","c1217d41-b70b-4b76-a7ee-85245fbe5f3a",25,26,40,35,26,"Male",30,5,"PhD","30000€-45000€","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Very important","Very important","Very important","Slightly","Slightly","Very important","Yes","Yes","No","Yes","","","","Rarely","Rarely","Rarely","Not at all","Slightly","Moderately","Moderately","Important","Moderately","Moderately","Moderately","Moderately","Important","Important","Slightly","","","","","","","","","Agree","Agree","Agree","Agree","Agree","Often","Sometimes","Sometimes","Sometimes","Never","Rarely","Rarely","Often","Sometimes","Sometimes","Often","Sometimes","Often","Often","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","All items","Production","","","","","","",5,9,5,7,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"360","Toscana","eed7c1b4-0ae3-45b2-906a-d46b0967b4ef",15,7,15,15,15,"Male",38,1,"Postsecondary education","Preferisco non rispondere","Moderately","Moderately","Slightly","Important","Important","Important","Important","Important","Very important","Moderately","Slightly","Slightly","Yes","Yes","No","Yes","","","","Never","Never","Rarely","","","","","","","","Moderately","Slightly","Important","Moderately","Not at all","","","","","","","","","Undecided","Disagree","Undecided","Undecided","Undecided","Always","Sometimes","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Never","Sometimes","Never","Rarely","Rarely","Never","Nothing","Little amount","Little amount","Little amount","Little amount","All items","All items","","","","","","",8,9,7,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"361","Toscana","1ea9244d-6268-4ec2-a63f-097e84c6d056",15,5,20,20,25,"Female",31,1,"Postsecondary education","0-15000€","Not at all","Moderately","Very important","Very important","Very important","Important","Very important","Important","Very important","Not at all","Not at all","Important","Yes","Yes","Yes","Yes","Often","Often","Often","Sometimes","Sometimes","Sometimes","","","","","","","","Slightly","Slightly","Very important","Moderately","Not at all","","","","","","","","","Agree","Disagree","Agree","Agree","Disagree","Always","Often","Often","Often","Sometimes","Often","Never","Often","Often","Often","Sometimes","Often","Often","Often","Nothing","Little amount","Pay enough","Large amount","Large amount","All items","All items","Important","Very important","Very important","Important","Important","Not at all",9,6,7,8,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"362","Toscana","a43b51d2-d0bc-48cb-a274-64beaa32a16c",10,5,15,7,10,"Female",40,4,"Postsecondary education","45000€-60000€","Moderately","Moderately","Important","Important","Very important","Very important","Important","Moderately","Moderately","Moderately","Moderately","Moderately","Yes","Yes","No","Yes","","","","Often","Often","Often","Moderately","Moderately","Slightly","Not at all","Moderately","Moderately","Moderately","Important","Moderately","Moderately","Moderately","Slightly","","","","","","","","","Agree","Undecided","Undecided","Strongly agree","Agree","Always","Always","Often","Sometimes","Sometimes","Sometimes","Always","Always","Never","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","All items","All items","","","","","","",3,5,8,7,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"363","Toscana","f5bef91d-52f1-469f-9244-c0cb569a61ff",5,1,5,5,5,"Male",23,4,"Postsecondary education","Preferisco non rispondere","Slightly","Very important","Moderately","Moderately","Important","Slightly","Important","Important","Important","Slightly","Slightly","Moderately","Yes","Yes","No","Yes","","","","Often","Often","Often","Important","Important","Important","Moderately","Very important","Very important","Very important","Very important","Slightly","Very important","Very important","Not at all","","","","","","","","","Strongly agree","Undecided","Agree","Agree","Strongly agree","Always","Always","Always","Always","Always","Always","Rarely","Always","Never","Often","Never","Often","Often","Often","Little amount","Little amount","Little amount","Little amount","Little amount","Environment","Production","","","","","","",8,8,8,9,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
"364","Toscana","3b192cd5-2553-452d-8e6a-ebc8a76050b8",15,7,8,8,9,"Male",63,3,"Postsecondary education","15000€-30000€","Moderately","Important","Important","Very important","Important","Important","Very important","Important","Very important","Moderately","Moderately","Moderately","Yes","Yes","Yes","Yes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","","","","","","","","Moderately","Moderately","Important","Important","Moderately","","","","","","","","","Agree","Agree","Agree","Undecided","Agree","Often","Often","Sometimes","Often","Often","Often","Rarely","Often","Sometimes","Often","Sometimes","Often","Sometimes","Often","Pay enough","Pay enough","Pay enough","Pay enough","Large amount","Economy","Production","Important","Moderately","Moderately","Moderately","Important","Moderately",8,8,7,7,"centre","Ordinary","3698000","22,987 ","160","0.907","Florence","Democratic Party","left","Eugenio Giani","273","10"
