wtp_new,wtp_second,wtp_bio,wtp_recycle,wtp_workers,female,age,people_living,education,income,region,i_clothes_fashion,i_clothes_versatile,i_clothes_need,i_clothes_size,i_clothes_fit,i_clothes_easy,i_clothes_quality,i_clothes_cheap,i_clothes_value,i_clothes_know,i_clothes_prestigious,i_clothes_environment,second_stuff_dummy,bio_item_dummy,second_clothes_dummy,bio_clothes_dummy,second_precovid,second_covid,second_postcovid,bio_postcovid,bioc_covid,bio_precovid,no_second_app,no_second_quality,no_second_shop,no_second_environment,no_second_clean,no_second_size,no_second_fashion,bio_eco,bio_vintage,bio_quality,bio_pollution,bio_peer,no_bio_app,no_bio_expensive,no_bio_shop,no_bio_environment,no_bio_rare,no_bio_style,no_bio_fashion,no_bio_quality,poll_chemical_synt,poll_chemical_nat,poll_dye,poll_water,poll_biodegradable,pro_recycle,pro_label,pro_brown_firms,pro_packaging,pro_pub_transport,pro_pack_reuse,pro_donation,pro_reuse,pro_second_clothes,pro_label_clothes,pro_temp_clothes,pro_quality_clothes,pro_bio1_clothes,pro_bio2_clothes,wtp_cert_quality,wtp_cert_bio,wtp_cert_recycle,wtp_cert_workers,wtp_cert_workers_env,sustainable_sector,sustainable_phases,second_eco,second_vintage,second_quality,second_endlife,second_pollution,second_peer,sustainable_fashion_item1,sustainable_fashion_item2,sustainable_fashion_item3,sustainable_fashion_item4
5,0,5,5,5,Male,22,5,Postsecondary education,0-15000€,Lazio,Slightly,Very important,Very important,Very important,Important,Slightly,Very important,Moderately,Very important,Important,Very important,Slightly,No,Yes,No,Yes,,,,Sometimes,Sometimes,Often,Moderately,Moderately,Moderately,Moderately,Important,Very important,Slightly,Important,Slightly,Important,Slightly,Not at all,,,,,,,,,Undecided,Undecided,Agree,Strongly agree,Agree,Sometimes,Often,Sometimes,Never,Never,Often,Often,Often,Never,Rarely,Rarely,Always,Sometimes,Often,Nothing,Little amount,Little amount,Pay enough,Pay enough,All items,Production,,,,,,,7,8,3,8
12,7,16,18,18,Female,22,3,Secondary school,Preferisco non rispondere,Lazio,Moderately,Moderately,Important,Important,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Slightly,Moderately,No,Yes,No,Yes,,,,Often,Rarely,Often,Not at all,Very important,Moderately,Slightly,Moderately,Moderately,Moderately,Important,Not at all,Very important,Very important,Slightly,,,,,,,,,Strongly agree,Disagree,Undecided,Agree,Agree,Always,Often,Often,Often,Often,Sometimes,Never,Sometimes,Rarely,Often,Rarely,Often,Often,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,,,,,,,9,7,7,8
8,3,8,6,8,Female,65,4,Postsecondary education,15000€-30000€,Lazio,Moderately,Important,Important,Important,Important,Important,Important,Moderately,Important,Moderately,Moderately,Important,No,Yes,No,Yes,,,,Often,Never,Often,Moderately,Important,Important,Moderately,Important,Slightly,Important,Not at all,Not at all,Important,Important,Not at all,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Never,Sometimes,Always,Often,Never,Sometimes,Never,Sometimes,Never,Always,Often,Often,Always,Often,Nothing,Little amount,Little amount,Pay enough,Pay enough,Environment,Design,,,,,,,1,9,10,10
5,1,5,5,5,Male,51,4,Secondary school,30000€-45000€,Lazio,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Slightly,Very important,Yes,Yes,No,Yes,,,,Always,Always,Always,Moderately,Important,Important,Important,Moderately,Important,Very important,Not at all,Moderately,Very important,Important,Not at all,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Often,Rarely,Sometimes,Never,Often,Never,Always,Sometimes,Often,Always,Often,Little amount,Large amount,Pay enough,Pay enough,Pay enough,All items,Design,,,,,,,2,3,2,3
2,1,3,1,5,Female,39,4,Secondary school,0-15000€,Lazio,Slightly,Not at all,Important,Very important,Very important,Very important,Very important,Important,Very important,Moderately,Moderately,Moderately,No,Yes,No,Yes,,,,Rarely,Never,Sometimes,Important,Important,Slightly,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Important,Not at all,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Always,Always,Often,Often,Never,Always,Never,Always,Never,Always,Often,Always,Always,Always,Nothing,Little amount,Nothing,Little amount,Little amount,Environment,All items,,,,,,,6,10,9,10
4,2,4,4,5,Female,59,4,Secondary school,0-15000€,Lazio,Slightly,Important,Important,Important,Important,Important,Important,Important,Important,Not at all,Not at all,Very important,Yes,Yes,Yes,Yes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,,,,,,,,Moderately,Not at all,Slightly,Very important,Not at all,,,,,,,,,Disagree,Disagree,Disagree,Agree,Undecided,Always,Always,Always,Always,Never,Sometimes,Always,Often,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Nothing,Nothing,Nothing,Nothing,Little amount,Environment,Production,Slightly,Slightly,Moderately,Moderately,Moderately,Slightly,6,5,5,7
5,3,7,6,7,Female,40,7,Postsecondary education,45000€-60000€,Lazio,Moderately,Moderately,Important,Important,Important,Moderately,Slightly,Slightly,Important,Slightly,Slightly,Slightly,Yes,Yes,Yes,No,Sometimes,Sometimes,Sometimes,,,,,,,,,,,,,,,,Moderately,Slightly,Not at all,Not at all,Not at all,Slightly,Not at all,Moderately,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Rarely,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Often,Rarely,Rarely,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,Slightly,Moderately,Moderately,Not at all,Not at all,Not at all,10,4,6,10
15,5,15,8,20,Female,34,5,Postsecondary education,15000€-30000€,Lombardia,Moderately,Very important,Important,Very important,Very important,Very important,Very important,Important,Very important,Slightly,Not at all,Important,Yes,Yes,Yes,Yes,Rarely,Sometimes,Sometimes,Always,Always,Always,,,,,,,,Slightly,Not at all,Important,Very important,Slightly,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Undecided,Often,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Never,Always,Always,Sometimes,Pay enough,Little amount,Little amount,Pay enough,Pay enough,All items,All items,Important,Important,Important,Slightly,Very important,Moderately,5,5,6,5
15,10,17,15,17,Female,24,4,Postsecondary education,15000€-30000€,Molise,Moderately,Very important,Important,Very important,Important,Important,Moderately,Important,Very important,Slightly,Not at all,Slightly,Yes,No,No,No,,,,,,,Not at all,Not at all,Slightly,Moderately,Very important,Moderately,Slightly,,,,,,Very important,Moderately,Very important,Slightly,Moderately,Slightly,Not at all,Not at all,Agree,Disagree,Undecided,Disagree,Disagree,Always,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Often,Never,Rarely,Always,Always,Sometimes,Sometimes,Little amount,Little amount,Little amount,Little amount,Pay enough,All items,All items,,,,,,,8,7,10,10
25,5,40,30,30,Male,37,5,PhD,45000€-60000€,Molise,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Moderately,Moderately,Very important,Moderately,Moderately,Moderately,Yes,Yes,No,No,,,,,,,Important,Moderately,Important,Moderately,Slightly,Moderately,Slightly,,,,,,Moderately,Moderately,Moderately,Slightly,Moderately,Important,Moderately,Moderately,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Often,Often,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Often,Often,Little amount,Large amount,Pay enough,Pay enough,Pay enough,All items,All items,,,,,,,3,9,5,7
15,5,40,30,30,Male,23,4,Postsecondary education,Preferisco non rispondere,Lazio,Moderately,Important,Very important,Very important,Very important,Moderately,Important,Moderately,Very important,Important,Important,Slightly,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Moderately,Moderately,Important,Important,Moderately,Very important,Important,Slightly,Moderately,Moderately,Moderately,Moderately,,,,,,,,,Agree,Agree,Undecided,Undecided,Agree,Often,Often,Often,Often,Often,Often,Rarely,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Pay enough,Pay enough,Little amount,Pay enough,Pay enough,All items,All items,,,,,,,3,3,3,3
7,5,7,7,10,Female,26,4,Postsecondary education,30000€-45000€,Lombardia,Moderately,Important,Very important,Very important,Important,Very important,Very important,Moderately,Very important,Slightly,Slightly,Moderately,No,Yes,No,Yes,,,,Sometimes,Sometimes,Rarely,Moderately,Moderately,Moderately,Slightly,Not at all,Important,Moderately,Slightly,Slightly,Important,Very important,Slightly,,,,,,,,,Strongly agree,Disagree,Undecided,Strongly agree,Undecided,Always,Always,Sometimes,Always,Always,Always,Rarely,Always,Rarely,Often,Often,Always,Often,Always,Pay enough,Pay enough,Pay enough,Large amount,Large amount,Environment,Production,,,,,,,8,9,7,8
10,5,10,10,12,Male,62,5,Postsecondary education,30000€-45000€,Abruzzo,Important,Important,Important,Very important,Important,Important,Important,Important,Moderately,Moderately,Moderately,Important,Yes,Yes,Yes,Yes,Rarely,Never,Never,Often,Sometimes,Often,,,,,,,,Moderately,Slightly,Moderately,Moderately,Slightly,,,,,,,,,Undecided,Agree,Agree,Agree,Agree,Always,Often,Sometimes,Often,Rarely,Often,Rarely,Often,Rarely,Sometimes,Never,Often,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,Slightly,Not at all,Moderately,Moderately,Moderately,Slightly,8,5,5,4
10,5,15,15,15,Female,39,3,Postsecondary education,30000€-45000€,Lazio,Important,Important,Moderately,Very important,Important,Moderately,Very important,Important,Important,Important,Important,Important,No,Yes,No,Yes,,,,Often,Often,Sometimes,Moderately,Important,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Slightly,Moderately,Important,Moderately,,,,,,,,,Agree,Strongly agree,Agree,Agree,Agree,Always,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Large amount,Environment,Production,,,,,,,6,9,9,10
5,1,5,5,5,Female,24,5,Postsecondary education,,Lazio,Moderately,Important,Important,Very important,Very important,Important,Very important,Important,Important,Moderately,Moderately,Moderately,No,No,No,No,,,,,,,Not at all,Slightly,Slightly,Slightly,Very important,Important,Moderately,,,,,,Moderately,Very important,Important,Slightly,Slightly,Not at all,Not at all,Very important,Undecided,Undecided,Undecided,Undecided,Undecided,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,Never,Often,Never,Never,Nothing,Nothing,Nothing,Nothing,Nothing,Environment,Design,,,,,,,8,10,5,10
10,5,10,15,10,Male,30,2,PhD,45000€-60000€,Lombardia,Slightly,Moderately,Important,Important,Important,Important,Very important,Slightly,Moderately,Slightly,Not at all,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Moderately,Slightly,Slightly,Moderately,Important,Important,Slightly,Slightly,Slightly,Slightly,Moderately,Not at all,,,,,,,,,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Often,Often,Sometimes,Rarely,Sometimes,Often,Often,Rarely,Never,Often,Rarely,Always,Often,Often,Large amount,Pay enough,Pay enough,Pay enough,Large amount,Environment,Production,,,,,,,9,8,7,8
6,0,7,5,8,Male,22,5,Postsecondary education,30000€-45000€,Lazio,Moderately,Moderately,Moderately,Important,Moderately,Slightly,Moderately,Important,Important,Moderately,Moderately,Not at all,Yes,No,No,No,,,,,,,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,,,,,,Important,Moderately,Moderately,Important,Moderately,Slightly,Slightly,Not at all,Agree,Disagree,Agree,Agree,Disagree,Often,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,Little amount,Little amount,Little amount,Little amount,Pay enough,All items,Design,,,,,,,4,8,7,9
15,5,25,20,20,Male,23,4,Postsecondary education,più di 100000€,Lazio,Moderately,Important,Very important,Very important,Important,Slightly,Very important,Moderately,Very important,Important,Moderately,Not at all,Yes,No,No,No,,,,,,,Slightly,Not at all,Slightly,Moderately,Moderately,Important,Important,,,,,,Important,Slightly,Important,Important,Important,Slightly,Slightly,Slightly,Strongly agree,Undecided,Agree,Strongly agree,Strongly agree,Often,Sometimes,Never,Rarely,Never,Never,Never,Often,Never,Sometimes,Rarely,Often,Rarely,Rarely,Large amount,Pay enough,Large amount,Little amount,Pay enough,All items,After-sale,,,,,,,10,8,3,5
5,2,5,5,6,Female,57,3,Secondary school,0-15000€,Abruzzo,Slightly,Important,Very important,Very important,Very important,Very important,Important,Important,Important,Important,Not at all,Moderately,Yes,Yes,Yes,Yes,Rarely,Never,Rarely,Often,Never,Often,,,,,,,,Slightly,Not at all,Important,Slightly,Not at all,,,,,,,,,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Always,Often,Never,Often,Never,Sometimes,Never,Always,Rarely,Rarely,Rarely,Always,Often,Rarely,Little amount,Pay enough,Pay enough,Large amount,Large amount,All items,Design,Slightly,Slightly,Very important,Very important,Slightly,Not at all,8,8,8,8
8,4,10,5,10,,37,1,Postsecondary education,,Abruzzo,Moderately,Very important,Important,Important,Important,Important,Moderately,Important,Important,Slightly,Slightly,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Never,Sometimes,Very important,Moderately,Slightly,Slightly,Very important,Slightly,Important,Moderately,Slightly,Very important,Important,Not at all,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Always,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,Often,Often,Sometimes,Little amount,Pay enough,Little amount,Pay enough,Pay enough,Environment,Production,,,,,,,8,7,10,10
25,26,40,35,26,Male,30,5,PhD,30000€-45000€,Toscana,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Very important,Very important,Very important,Slightly,Slightly,Very important,Yes,Yes,No,Yes,,,,Rarely,Rarely,Rarely,Not at all,Slightly,Moderately,Moderately,Important,Moderately,Moderately,Moderately,Moderately,Important,Important,Slightly,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Often,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,Production,,,,,,,5,9,5,7
20,10,20,15,20,Male,25,3,Postsecondary education,0-15000€,Lazio,Not at all,Not at all,Very important,Very important,Very important,Very important,Very important,Moderately,Important,Moderately,Not at all,Very important,Yes,Yes,No,Yes,,,,Rarely,Rarely,Rarely,Moderately,Slightly,Important,Slightly,Very important,Moderately,Not at all,Moderately,Not at all,Moderately,Very important,Not at all,,,,,,,,,Agree,Disagree,Agree,Strongly agree,Strongly agree,Always,Sometimes,Always,Sometimes,Often,Often,Often,Often,Rarely,Rarely,Often,Always,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,All items,,,,,,,6,7,6,10
15,7,15,15,15,Male,38,1,Postsecondary education,Preferisco non rispondere,Toscana,Moderately,Moderately,Slightly,Important,Important,Important,Important,Important,Very important,Moderately,Slightly,Slightly,Yes,Yes,No,Yes,,,,Never,Never,Rarely,Moderately,Slightly,Very important,Slightly,Moderately,Moderately,Important,Moderately,Slightly,Important,Moderately,Not at all,,,,,,,,,Undecided,Disagree,Undecided,Undecided,Undecided,Always,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Nothing,Little amount,Little amount,Little amount,Little amount,All items,All items,,,,,,,8,9,7,8
20,5,25,30,35,Female,41,4,PhD,30000€-45000€,Lazio,Important,Important,Important,Very important,Important,Moderately,Important,Moderately,Important,Slightly,Slightly,Moderately,Yes,Yes,Yes,Yes,Rarely,Never,Rarely,Often,Sometimes,Often,,,,,,,,Moderately,Moderately,Moderately,Very important,Slightly,,,,,,,,,Strongly agree,Disagree,Undecided,Undecided,Undecided,Always,Always,Often,Often,Rarely,Sometimes,Rarely,Sometimes,Often,Often,Often,Often,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Large amount,Environment,All items,Slightly,Important,Important,Important,Important,Slightly,8,6,6,7
15,7,15,15,15,Male,38,1,Postsecondary education,Preferisco non rispondere,Toscana,Moderately,Moderately,Slightly,Important,Important,Important,Important,Important,Very important,Moderately,Slightly,Slightly,Yes,Yes,No,Yes,,,,Never,Never,Rarely,,,,,,,,Moderately,Slightly,Important,Moderately,Not at all,,,,,,,,,Undecided,Disagree,Undecided,Undecided,Undecided,Always,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Nothing,Little amount,Little amount,Little amount,Little amount,All items,All items,,,,,,,8,9,7,8
15,5,15,15,15,Female,32,2,PhD,15000€-30000€,Campania,Not at all,Very important,Very important,Very important,Important,Moderately,Very important,Moderately,Very important,Not at all,Not at all,Moderately,Yes,Yes,Yes,No,Sometimes,Never,Rarely,,,,,,,,,,,,,,,,Slightly,Moderately,Important,Important,Moderately,Moderately,Moderately,Moderately,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Always,Sometimes,Sometimes,Sometimes,Often,Often,Often,Always,Often,Sometimes,Never,Sometimes,Rarely,Rarely,Nothing,Nothing,Nothing,Nothing,Nothing,All items,Design,Moderately,Very important,Very important,Moderately,Moderately,Not at all,8,2,8,4
9,4,12,10,8,Male,25,5,Postsecondary education,0-15000€,Abruzzo,Important,Important,Important,Important,Important,Moderately,Moderately,Slightly,Very important,Slightly,Slightly,Moderately,Yes,Yes,No,Yes,,,,Often,Rarely,Often,Not at all,Not at all,Slightly,Moderately,Important,Slightly,Important,Important,Slightly,Important,Important,Slightly,,,,,,,,,Agree,Disagree,Agree,Agree,Disagree,Often,Sometimes,Sometimes,Always,Rarely,Often,Rarely,Often,Often,Rarely,Often,Often,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Little amount,Environment,Delivery,,,,,,,5,8,5,9
10,3,12,12,12,Female,38,4,Postsecondary education,,Abruzzo,Moderately,Important,Very important,Very important,Important,Important,Important,Important,Important,Slightly,Slightly,Important,No,Yes,No,Yes,,,,Often,Sometimes,Often,Slightly,Slightly,Important,Slightly,Very important,Important,Slightly,Slightly,Not at all,Important,Important,Not at all,,,,,,,,,Agree,Agree,Agree,Undecided,Disagree,Always,Sometimes,Sometimes,Often,Never,Never,Never,Often,Never,Sometimes,Rarely,Often,Often,Often,Nothing,Pay enough,Little amount,Pay enough,Pay enough,All items,All items,,,,,,,7,7,9,10
10,0,12,13,14,Male,57,1,PhD,75000€-100000€,Emilia Romagna,Important,Important,Important,Very important,Very important,Very important,Very important,Important,Very important,Slightly,Slightly,Important,No,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Moderately,Slightly,Moderately,Moderately,Moderately,Important,Moderately,Slightly,Not at all,Moderately,Slightly,Not at all,,,,,,,,,Undecided,Strongly disagree,Undecided,Agree,Disagree,Always,Always,Often,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Always,Often,Sometimes,Sometimes,Sometimes,Nothing,Pay enough,Pay enough,Large amount,Large amount,All items,All items,,,,,,,1,2,9,10
5,1,5,5,5,Male,23,4,Postsecondary education,,Campania,Very important,Important,Moderately,Very important,Important,Slightly,Moderately,Moderately,Moderately,Important,Moderately,Slightly,No,No,No,No,,,,,,,Slightly,Moderately,Important,Moderately,Important,Slightly,Moderately,,,,,,Slightly,Moderately,Important,Moderately,Slightly,Not at all,Not at all,Not at all,Undecided,Undecided,Undecided,Undecided,Undecided,Always,Never,Never,Never,Often,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Nothing,Pay enough,Pay enough,Nothing,Nothing,Environment,Delivery,,,,,,,6,10,5,10
10,5,12,8,10,Male,26,4,Postsecondary education,0-15000€,Lazio,Moderately,Important,Important,Important,Important,Moderately,Very important,Moderately,Very important,Moderately,Moderately,Moderately,Yes,No,Yes,No,Sometimes,Never,Rarely,,,,,,,,,,,,,,,,Slightly,Moderately,Very important,Moderately,Slightly,Slightly,Not at all,Very important,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Always,Sometimes,Often,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Little amount,Pay enough,Little amount,Pay enough,Pay enough,All items,All items,Moderately,Moderately,Important,Important,Important,Not at all,9,9,5,5
25,0,40,30,20,Male,43,5,PhD,60000€-75000€,Puglia,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Rarely,Rarely,Moderately,Moderately,Very important,Moderately,Very important,Moderately,Important,Slightly,Slightly,Slightly,Moderately,Moderately,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Often,Often,Rarely,Never,Never,Rarely,Rarely,Often,Never,Sometimes,Sometimes,Sometimes,Often,Often,Little amount,Pay enough,Pay enough,Little amount,Little amount,Environment,Production,,,,,,,2,7,3,6
5,2,5,3,5,Male,27,4,Postsecondary education,15000€-30000€,Lazio,Moderately,Moderately,Moderately,Moderately,Moderately,Not at all,Moderately,Moderately,Moderately,Slightly,Slightly,Not at all,No,Yes,No,No,,,,,,,Slightly,Moderately,Moderately,Slightly,Moderately,Slightly,Moderately,,,,,,Not at all,Important,Important,Moderately,Important,Slightly,Moderately,Slightly,Undecided,Undecided,Undecided,Undecided,Undecided,Often,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Little amount,Little amount,Little amount,Little amount,Little amount,Environment,Delivery,,,,,,,8,8,8,8
15,5,15,10,15,Male,60,3,Postsecondary education,75000€-100000€,Lazio,Slightly,Slightly,Moderately,Important,Important,Slightly,Important,Moderately,Important,Important,Moderately,Important,No,No,No,No,,,,,,,Slightly,Slightly,Not at all,Slightly,Moderately,Moderately,Moderately,,,,,,Slightly,Important,Slightly,Slightly,Moderately,Slightly,Not at all,Slightly,Undecided,Undecided,Undecided,Agree,Agree,Always,Often,Often,Often,Rarely,Often,Sometimes,Often,Never,Often,Sometimes,Often,Never,Sometimes,Little amount,Little amount,Little amount,Little amount,Little amount,All items,All items,,,,,,,7,8,6,7
4,2,3,3,3,Female,31,2,Postsecondary education,15000€-30000€,Lazio,Moderately,Very important,Very important,Important,Moderately,Slightly,Very important,Important,Very important,Slightly,Not at all,Important,Yes,Yes,No,Yes,,,,Rarely,Rarely,Rarely,Moderately,Slightly,Moderately,Moderately,Very important,Important,Important,Moderately,Slightly,Moderately,Important,Slightly,,,,,,,,,Agree,Agree,Agree,Undecided,Undecided,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Little amount,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,,,,,,,7,6,8,9
2,1,3,4,5,Male,26,3,Postsecondary education,15000€-30000€,Puglia,Moderately,Important,Important,Important,Moderately,Moderately,Important,Moderately,Important,Moderately,Slightly,Slightly,Yes,No,No,No,,,,,,,Important,Moderately,Slightly,Moderately,Very important,Moderately,Important,,,,,,,,,,,,,,Undecided,Disagree,Undecided,Undecided,Agree,Often,Rarely,Often,Sometimes,Often,Sometimes,Often,Often,Never,Sometimes,Rarely,Often,Never,Always,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,,,,,,,9,9,9,9
10,4,11,10,12,Male,43,1,PhD,30000€-45000€,Abruzzo,Slightly,Important,Important,Very important,Very important,Important,Very important,Important,Important,Slightly,Slightly,Moderately,No,Yes,No,Yes,,,,Sometimes,Never,Sometimes,Slightly,Slightly,Moderately,Slightly,Important,Important,Slightly,Important,Slightly,Important,Very important,Not at all,,,,,,,,,Strongly agree,Agree,Agree,Strongly agree,Agree,Always,Often,Often,Always,Rarely,Often,Sometimes,Often,Never,Often,Often,Often,Sometimes,Sometimes,Little amount,Little amount,Nothing,Large amount,Large amount,Environment,All items,,,,,,,9,9,9,9
5,3,7,7,7,Female,26,4,Postsecondary education,0-15000€,Campania,Moderately,Important,Important,Very important,Very important,Important,Important,Important,Very important,Slightly,Slightly,Very important,Yes,Yes,Yes,Yes,Never,Never,Sometimes,Sometimes,Never,Sometimes,,,,,,,,Very important,Slightly,Very important,Very important,Slightly,,,,,,,,,Undecided,Undecided,Agree,Agree,Undecided,Always,Often,Often,Always,Often,Always,Rarely,Always,Sometimes,Often,Sometimes,Always,Sometimes,Often,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,Very important,Slightly,Very important,Moderately,Important,Slightly,7,5,8,7
12,8,14,14,14,Male,24,4,Postsecondary education,15000€-30000€,Lazio,Not at all,Important,Very important,Very important,Very important,Moderately,Moderately,Moderately,Very important,Moderately,Not at all,Important,Yes,Yes,Yes,No,Rarely,Never,Never,,,,,,,,,,,,,,,,Moderately,Very important,Moderately,Moderately,Important,Not at all,Slightly,Moderately,Agree,Undecided,Disagree,Strongly agree,Strongly agree,Often,Sometimes,Often,Often,Sometimes,Sometimes,Rarely,Often,Rarely,Sometimes,Often,Always,Sometimes,Sometimes,Little amount,Large amount,Pay enough,Little amount,Large amount,All items,Production,Important,Moderately,Very important,Moderately,Important,Slightly,6,9,10,10
5,2,3,4,3,Male,24,4,Postsecondary education,0-15000€,Lazio,Not at all,Important,Not at all,Very important,Very important,Important,Moderately,Important,Important,Slightly,Slightly,Important,Yes,Yes,Yes,Yes,Never,Never,Often,Sometimes,Rarely,Rarely,,,,,,,,Moderately,Moderately,Important,Very important,Not at all,,,,,,,,,Strongly agree,Undecided,Agree,Strongly agree,Agree,Always,Often,Often,Often,Always,Always,Never,Always,Often,Always,Never,Always,Sometimes,Always,Pay enough,Pay enough,Pay enough,Nothing,Pay enough,All items,Delivery,Moderately,Very important,Very important,Important,Very important,Slightly,10,3,5,5
12,5,12,15,18,Female,47,4,PhD,75000€-100000€,Lazio,Slightly,Moderately,Slightly,Important,Important,Moderately,Very important,Moderately,Important,Not at all,Not at all,Important,Yes,Yes,No,Yes,,,,Often,Sometimes,Often,Moderately,Moderately,Moderately,Moderately,Slightly,Important,Slightly,Moderately,Not at all,Important,Very important,Not at all,,,,,,,,,Undecided,Undecided,Agree,Agree,Undecided,Always,Always,Often,Often,Sometimes,Often,Sometimes,Often,Never,Sometimes,Sometimes,Often,Often,Often,Little amount,Pay enough,Large amount,Large amount,Large amount,All items,All items,,,,,,,8,10,10,10
5,3,7,8,8,Male,26,4,Postsecondary education,15000€-30000€,Lombardia,Important,Important,Important,Very important,Important,Moderately,Important,Moderately,Moderately,Moderately,Slightly,Moderately,Yes,Yes,Yes,Yes,Sometimes,Never,Sometimes,Rarely,Never,Rarely,,,,,,,,Not at all,Not at all,Slightly,Very important,Slightly,,,,,,,,,Agree,Undecided,Agree,Strongly agree,Agree,Always,Always,Always,Always,Always,Always,Never,Always,Sometimes,Always,Never,Always,Sometimes,Often,Large amount,Pay enough,Large amount,Large amount,Large amount,All items,Production,Slightly,Moderately,Moderately,Important,Important,Slightly,8,7,9,10
30,0,45,40,32,Male,63,5,Postsecondary education,60000€-75000€,Sicilia,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Yes,Yes,No,Yes,,,,Rarely,Rarely,Rarely,Slightly,Moderately,Important,Important,Moderately,Important,Moderately,Important,Important,Important,Important,Important,,,,,,,,,Undecided,Undecided,Undecided,Undecided,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Often,Often,Often,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,After-sale,,,,,,,2,7,4,7
